Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,eigencentrality,pageranks
flaviocampos2,flaviocampos2,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,2,0,0,0.00009
colunapatriota,colunapatriota,,192,1,193,195,1,196,1,1,1,191.5,0,0,1,0,0.051893,0.009948
OsmarAquinoOb,OsmarAquinoOb,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,3,0,0,0.00009
JoaoScheibel,JoaoScheibel,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,5,0,0,0.00009
RosaMar94595475,RosaMar94595475,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,6,0,0,0.00009
DoRonivon,DoRonivon,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,7,0,0,0.00009
iandersonmaia,iandersonmaia,,0,3,3,0,4,4,2,0.8,0.875,0,0,0,9,0,0,0.00009
LuizFedrigo1,LuizFedrigo1,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,10,0,0,0.00009
gustavo_machuca,gustavo_machuca,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,11,0,0,0.00009
Samuel_J_Silva,Samuel_J_Silva,,0,1,1,0,1,1,1,1,1,0,1,0,13,0,0,0.00009
thomasqrz,thomasqrz,,157,0,157,163,0,163,0,0,0,0,1,0,12,0,0.042433,0.008883
DoriEdsonDaSil1,DoriEdsonDaSil1,,0,2,2,0,3,3,2,0.75,0.833333,0,46,0,14,0,0,0.00009
americacapitao7,americacapitao7,,0,4,4,0,4,4,2,0.833333,0.9,0,0,0,17,0,0,0.00009
f76e476a28bd476,f76e476a28bd476,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,18,0,0,0.00009
rgodoyjr,rgodoyjr,,0,3,3,0,3,3,2,0.8,0.875,0,0,0,19,0,0,0.00009
Bezerrapqd1,Bezerrapqd1,,0,3,3,0,3,3,2,0.8,0.875,0,0,0,20,0,0,0.00009
EdileusaMoreir4,EdileusaMoreir4,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,21,0,0,0.00009
gusto_mor,gusto_mor,,0,4,4,0,4,4,2,0.833333,0.9,0,0,0,23,0,0,0.00009
SalvajoliCassi1,SalvajoliCassi1,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,24,0,0,0.00009
CxReajalute,CxReajalute,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,25,0,0,0.00009
SergioBhMg1,SergioBhMg1,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,26,0,0,0.00009
Gismga,Gismga,,0,1,1,0,2,2,2,0.666667,0.75,0,0,0,27,0,0,0.00009
giovanifreitas1,giovanifreitas1,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,28,0,0,0.00009
mc_carneiro,mc_carneiro,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,29,0,0,0.00009
marcelovelacb,marcelovelacb,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,30,0,0,0.00009
caromedy,caromedy,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,31,0,0,0.00009
sil_dleite,sil_dleite,,0,2,2,0,2,2,2,0.666667,0.75,0,102,0,34,0,0,0.00009
Solrac57921930,Solrac57921930,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,35,0,0,0.00009
RodrigoMarchi17,RodrigoMarchi17,,0,2,2,0,3,3,2,0.75,0.833333,0,46,0,36,0,0,0.00009
eurobo20001,eurobo20001,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,37,0,0,0.00009
MargarethBolso1,MargarethBolso1,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,38,0,0,0.00009
Marcosde84,Marcosde84,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,39,0,0,0.00009
bonnieximena,bonnieximena,,0,3,3,0,3,3,2,0.8,0.875,0,0,0,40,0,0,0.00009
MailsonBraga3,MailsonBraga3,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,41,0,0,0.00009
Cesar63944030,Cesar63944030,,0,3,3,0,4,4,2,0.8,0.875,0,0,0,42,0,0,0.00009
adrianabdcamara,adrianabdcamara,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,43,0,0,0.00009
I_Gospel,I_Gospel,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,44,0,0,0.00009
100_direita,100_direita,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,45,0,0,0.00009
TartariDa,TartariDa,,0,3,3,0,4,4,2,0.8,0.875,0,0,0,46,0,0,0.00009
Alexsan22643623,Alexsan22643623,,0,2,2,0,3,3,2,0.75,0.833333,0,46,0,47,0,0,0.00009
abmsonia,abmsonia,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,48,0,0,0.00009
wbrenneisen,wbrenneisen,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,49,0,0,0.00009
LeoDeJudah1,LeoDeJudah1,,0,3,3,0,3,3,2,0.8,0.875,0,0,0,50,0,0,0.00009
bianca_blenda,bianca_blenda,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,51,0,0,0.00009
SilvaEdvalter,SilvaEdvalter,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,52,0,0,0.00009
AlfSSMartins,AlfSSMartins,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,53,0,0,0.00009
JOSCarl87229479,JOSCarl87229479,,0,1,1,0,1,1,1,1,1,0,2,0,54,0,0,0.00009
BrazilFight,BrazilFight,,214,1,215,219,1,220,0,0,0,0,2,0,22,0.004673,0.059407,0.010787
VarejaoAndrea,VarejaoAndrea,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,55,0,0,0.00009
JosHenriqueRoc7,JosHenriqueRoc7,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,56,0,0,0.00009
Hosanah_EFJ,Hosanah_EFJ,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,57,0,0,0.00009
Andrea34179648,Andrea34179648,,0,3,3,0,3,3,2,0.8,0.875,0,0,0,58,0,0,0.00009
Moacyrodrigues,Moacyrodrigues,,0,2,2,0,3,3,2,0.75,0.833333,0,0,0,59,0,0,0.00009
eder_war,eder_war,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,60,0,0,0.00009
Rosana_Reis0907,Rosana_Reis0907,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,61,0,0,0.00009
Guilher63810878,Guilher63810878,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,62,0,0,0.00009
doutoralimon,doutoralimon,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,63,0,0,0.00009
luizalb81725374,luizalb81725374,,0,4,4,0,5,5,2,0.833333,0.9,0,3,0,65,0,0,0.00009
EmmanuelyMoraes,EmmanuelyMoraes,,5,1,6,5,1,6,1,1,1,4.5,3,0,64,0,0.001351,0.000327
MbWander,MbWander,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,67,0,0,0.00009
GhsTYiewmzxSrjQ,GhsTYiewmzxSrjQ,,0,2,2,0,2,2,2,0.75,0.833333,0,1,0,68,0,0,0.00009
AmigurumiNizze,AmigurumiNizze,,0,3,3,0,3,3,2,0.8,0.875,0,0,0,69,0,0,0.00009
AdautoViccari,AdautoViccari,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,70,0,0,0.00009
elianeg1963,elianeg1963,,0,2,2,0,2,2,2,0.75,0.833333,0,1,0,71,0,0,0.00009
ivomarcelino,ivomarcelino,,0,1,1,0,1,1,1,1,1,0,2,0,72,0,0,0.00009
DhomnCRF,DhomnCRF,,0,2,2,0,3,3,2,0.75,0.833333,0,46,0,73,0,0,0.00009
Gilbert_gyba,Gilbert_gyba,,0,2,2,0,3,3,2,0.75,0.833333,0,46,0,74,0,0,0.00009
betobraga22,betobraga22,,0,6,6,0,7,7,2,0.875,0.928571,0,46,0,76,0.033333,0,0.00009
Salomaoaraujo65,Salomaoaraujo65,,0,3,3,0,3,3,2,0.8,0.875,0,0,0,77,0,0,0.00009
masumcanal,masumcanal,,0,6,6,0,6,6,2,0.875,0.928571,0,106,0,79,0,0,0.00009
7938ba51ded8488,7938ba51ded8488,,0,3,3,0,4,4,2,0.8,0.875,0,1,0,80,0,0,0.00009
luizflaviorocha,luizflaviorocha,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,81,0,0,0.00009
makson_carlos,makson_carlos,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,82,0,0,0.00009
FloraOliveira11,FloraOliveira11,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,83,0,0,0.00009
IvanildoS5,IvanildoS5,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,84,0,0,0.00009
MB_Fernandes,MB_Fernandes,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,85,0,0,0.00009
Geanesi16217562,Geanesi16217562,,0,3,3,0,3,3,2,0.8,0.875,0,0,0,86,0,0,0.00009
VniaCampos33,VniaCampos33,,0,6,6,0,6,6,2,0.875,0.928571,0,104,0,89,0,0,0.00009
klebsonmar,klebsonmar,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,90,0,0,0.00009
Nanndo_SP,Nanndo_SP,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,91,0,0,0.00009
symmonsbr,symmonsbr,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,92,0,0,0.00009
Aldrinsantanna,Aldrinsantanna,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,93,0,0,0.00009
mrsouzar,mrsouzar,,0,3,3,0,4,4,2,0.8,0.875,0,0,0,94,0,0,0.00009
cury_sandra,cury_sandra,,0,2,2,0,2,2,2,0.75,0.833333,0,106,0,95,0,0,0.00009
thadeusimoes,thadeusimoes,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,96,0,0,0.00009
Elizabe84964705,Elizabe84964705,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,97,0,0,0.00009
FMagaldi1,FMagaldi1,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,98,0,0,0.00009
AdriDedex,AdriDedex,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,99,0,0,0.00009
juli__silva,juli__silva,,0,4,4,0,5,5,2,0.833333,0.9,0,2,0,100,0.083333,0,0.00009
sueversonsilva,sueversonsilva,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,101,0,0,0.00009
1981Kele,1981Kele,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,102,0,0,0.00009
AmosAlves3,AmosAlves3,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,103,0,0,0.00009
cledersonbucci,cledersonbucci,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,104,0,0,0.00009
osoldaliberdade,osoldaliberdade,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,105,0,0,0.00009
WaldineeyO,WaldineeyO,,0,2,2,0,3,3,2,0.75,0.833333,0,46,0,106,0,0,0.00009
Zaldini,Zaldini,,0,3,3,0,3,3,2,0.8,0.875,0,0,0,108,0,0,0.00009
diegoquiqueto,diegoquiqueto,,0,3,3,0,3,3,2,0.8,0.875,0,0,0,109,0,0,0.00009
wsaintmartin,wsaintmartin,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,110,0,0,0.00009
JADIRSANTANA1,JADIRSANTANA1,,0,3,3,0,4,4,2,0.8,0.875,0,0,0,111,0,0,0.00009
LilianPires19,LilianPires19,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,112,0,0,0.00009
BrasilMito2022,BrasilMito2022,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,113,0,0,0.00009
MarceloAOrtega,MarceloAOrtega,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,114,0,0,0.00009
appaulomenezes,appaulomenezes,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,115,0,0,0.00009
RafaelB87170281,RafaelB87170281,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,116,0,0,0.00009
MiriamKlassM,MiriamKlassM,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,117,0,0,0.00009
IntelignciaMxi1,IntelignciaMxi1,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,118,0,0,0.00009
Betedna,Betedna,,0,2,2,0,3,3,2,0.75,0.833333,0,46,0,119,0,0,0.00009
evertonn39,evertonn39,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,120,0,0,0.00009
DebSilv70481939,DebSilv70481939,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,121,0,0,0.00009
Drmafra,Drmafra,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,122,0,0,0.00009
JLacowicz,JLacowicz,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,123,0,0,0.00009
varjao_erick,varjao_erick,,0,3,3,0,3,3,2,0.8,0.875,0,1,0,124,0,0,0.00009
luizhbcosta,luizhbcosta,,0,1,1,0,1,1,1,1,1,0,2,0,125,0,0,0.00009
PaganiBibi,PaganiBibi,,0,3,3,0,3,3,2,0.8,0.875,0,3,0,126,0,0,0.00009
TylzoLago,TylzoLago,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,127,0,0,0.00009
wcontreiras,wcontreiras,,0,2,2,0,2,2,2,0.75,0.833333,0,3,0,128,0,0,0.00009
menez_roberto,menez_roberto,,0,2,2,0,2,2,1,1,1,0,2,0,129,0,0,0.00009
direitadonorte,direitadonorte,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,130,0,0,0.00009
Paulogremista46,Paulogremista46,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,131,0,0,0.00009
EdesonJunior,EdesonJunior,,0,3,3,0,4,4,2,0.8,0.875,0,0,0,132,0,0,0.00009
reynado_brasil,reynado_brasil,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,133,0,0,0.00009
Gregory61935764,Gregory61935764,,0,3,3,0,3,3,2,0.8,0.875,0,0,0,134,0,0,0.00009
RogrioCaetanoB1,RogrioCaetanoB1,,0,1,1,0,1,1,2,0.666667,0.75,0,3,0,135,0,0,0.00009
PatriciaLauand,PatriciaLauand,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,136,0,0,0.00009
djalmadf,djalmadf,,0,1,1,0,1,1,2,0.666667,0.75,0,3,0,137,0,0,0.00009
MarcPvh,MarcPvh,,0,4,4,0,4,4,2,0.75,0.833333,0,104,0,139,0,0,0.00009
Mariada99230084,Mariada99230084,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,140,0,0,0.00009
HugoAlbmanta,HugoAlbmanta,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,141,0,0,0.00009
ValtencirFerre4,ValtencirFerre4,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,142,0,0,0.00009
vitoriasam01,vitoriasam01,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,143,0,0,0.00009
Paulo01440752,Paulo01440752,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,144,0,0,0.00009
IstauroElyades,IstauroElyades,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,145,0,0,0.00009
HumbertoAntun12,HumbertoAntun12,,0,3,3,0,3,3,2,0.8,0.875,0,106,0,146,0,0,0.00009
CunhagoMoa,CunhagoMoa,,0,3,3,0,3,3,1,1,1,0,1,0,147,0,0,0.00009
Data_Orbital,Data_Orbital,,2,0,2,2,0,2,0,0,0,0,3,0,0,0,0.001966,0.008824
Patrici10581340,Patrici10581340,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,148,0,0,0.00009
nelson970726961,nelson970726961,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,149,0,0,0.00009
graca004,graca004,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,150,0,0,0.00009
ReyOspina3,ReyOspina3,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,151,0,0,0.00009
rodrigohorus,rodrigohorus,,0,2,2,0,2,2,2,0.75,0.833333,0,1,0,152,0,0,0.00009
NuraHHusein1,NuraHHusein1,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,153,0,0,0.00009
EliasSantos18,EliasSantos18,,0,3,3,0,4,4,2,0.8,0.875,0,0,0,154,0,0,0.00009
crfamy_,crfamy_,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,155,0,0,0.00009
Jota44,Jota44,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,156,0,0,0.00009
sergiochaves15,sergiochaves15,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,157,0,0,0.00009
Suiane13989687,Suiane13989687,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,158,0,0,0.00009
Gilson97177625,Gilson97177625,,0,3,3,0,3,3,2,0.8,0.875,0,104,0,159,0,0,0.00009
Eli38BR,Eli38BR,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,160,0,0,0.00009
fabiss1072,fabiss1072,,0,2,2,0,2,2,2,0.75,0.833333,0,1,0,161,0,0,0.00009
ggcontente,ggcontente,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,162,0,0,0.00009
helenahs,helenahs,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,163,0,0,0.00009
MLeal1972,MLeal1972,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,164,0,0,0.00009
kai_sincero_,kai_sincero_,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,165,0,0,0.00009
Oliveir30001725,Oliveir30001725,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,166,0,0,0.00009
vemviverfeliz,vemviverfeliz,,0,3,3,0,3,3,2,0.8,0.875,0,0,0,167,0,0,0.00009
AristidesRNeto,AristidesRNeto,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,168,0,0,0.00009
JniorPires9,JniorPires9,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,169,0,0,0.00009
Carlos62888036,Carlos62888036,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,170,0,0,0.00009
BrBolsonaro17,BrBolsonaro17,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,171,0,0,0.00009
celsorvianna,celsorvianna,,0,4,4,0,4,4,2,0.833333,0.9,0,1,0,172,0,0,0.00009
JaoPenna,JaoPenna,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,173,0,0,0.00009
gcorttes,gcorttes,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,174,0,0,0.00009
tonyyyss,tonyyyss,,0,2,2,0,4,4,2,0.75,0.833333,0,0,0,175,0,0,0.00009
jdsbobmarley,jdsbobmarley,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,176,0,0,0.00009
nazcavalcanti,nazcavalcanti,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,177,0,0,0.00009
cleiton_d7,cleiton_d7,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,178,0,0,0.00009
MarciaB16982788,MarciaB16982788,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,179,0,0,0.00009
Marcelospg29,Marcelospg29,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,180,0,0,0.00009
DiogoHSQ14,DiogoHSQ14,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,181,0,0,0.00009
myllediogenesb,myllediogenesb,,0,3,3,0,3,3,2,0.8,0.875,0,1,0,182,0,0,0.00009
MontenegroCelio,MontenegroCelio,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,183,0,0,0.00009
BugaiIsmael,BugaiIsmael,,0,1,1,0,1,1,1,1,1,0,4,1,185,0,0,0.00009
MarciaR80021414,MarciaR80021414,,1,0,1,1,0,1,0,0,0,0,4,1,184,0,0.00027,0.000167
DKen79857614,DKen79857614,,0,5,5,0,5,5,2,0.857143,0.916667,0,21,0,187,0,0,0.00009
tpdepauli,tpdepauli,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,188,0,0,0.00009
raquelandradeas,raquelandradeas,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,189,0,0,0.00009
AllanP_25,AllanP_25,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,190,0,0,0.00009
BobbyCaozinho,BobbyCaozinho,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,191,0,0,0.00009
Wgner,Wgner,,0,2,2,0,3,3,2,0.75,0.833333,0,46,0,192,0,0,0.00009
enf_acs,enf_acs,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,193,0,0,0.00009
GustavoADS,GustavoADS,,0,3,3,0,3,3,2,0.8,0.875,0,1,0,194,0,0,0.00009
SempreAparece,SempreAparece,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,195,0,0,0.00009
NdiaFalco,NdiaFalco,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,196,0,0,0.00009
DeusAcimadeTo10,DeusAcimadeTo10,,0,4,4,0,4,4,2,0.833333,0.9,0,21,0,197,0,0,0.00009
EdnaForesti,EdnaForesti,,0,2,2,0,2,2,1,1,1,0,2,0,198,0,0,0.00009
getuliosantana,getuliosantana,,0,2,2,0,2,2,1,1,1,0,1,0,199,0,0,0.00009
Lopes_Patriota,Lopes_Patriota,,0,1,1,0,1,1,1,1,1,0,2,0,200,0,0,0.00009
Sezibio1,Sezibio1,,0,3,3,0,4,4,1,1,1,0,106,0,201,0,0,0.00009
Renathamaral,Renathamaral,,0,1,1,0,1,1,1,1,1,0,2,0,202,0,0,0.00009
BrasilPatriota8,BrasilPatriota8,,0,2,2,0,2,2,1,1,1,0,104,0,203,0,0,0.00009
JLJuninho,JLJuninho,,0,1,1,0,2,2,1,1,1,0,2,0,204,0,0,0.00009
Ricardo15013311,Ricardo15013311,,0,1,1,0,1,1,1,1,1,0,2,0,205,0,0,0.00009
MichelNunes77,MichelNunes77,,0,1,1,0,1,1,1,1,1,0,2,0,206,0,0,0.00009
NillMartin,NillMartin,,0,1,1,0,1,1,1,1,1,0,2,0,207,0,0,0.00009
opressor_es,opressor_es,,0,1,1,0,1,1,1,1,1,0,2,0,208,0,0,0.00009
dpalhares80,dpalhares80,,0,1,1,0,1,1,1,1,1,0,2,0,209,0,0,0.00009
ev5te9am,ev5te9am,,0,1,1,0,1,1,1,1,1,0,2,0,210,0,0,0.00009
MarcusMontene14,MarcusMontene14,,0,2,2,0,2,2,1,1,1,0,2,0,211,0,0,0.00009
ManoelFidelis1,ManoelFidelis1,,0,2,2,0,2,2,1,1,1,0,2,0,212,0,0,0.00009
Rosngel98184333,Rosngel98184333,,0,1,1,0,1,1,1,1,1,0,98,0,213,0,0,0.00009
FabioTalhari,FabioTalhari,,651,0,651,651,0,651,0,0,0,0,98,0,8,0,0.175999,0.038138
RytaCastro,RytaCastro,,0,1,1,0,1,1,1,1,1,0,2,0,214,0,0,0.00009
paulohandrade77,paulohandrade77,,0,2,2,0,2,2,1,1,1,0,2,0,215,0,0,0.00009
Chavao86046427,Chavao86046427,,0,1,1,0,1,1,2,0.666667,0.75,0,46,0,216,0,0,0.00009
Orgulho38,Orgulho38,,41,2,43,41,2,43,1,1,1,27,46,0,75,0.031359,0.011382,0.002042
elton196312,elton196312,,0,2,2,0,2,2,1,1,1,0,2,0,217,0,0,0.00009
sau_ivani,sau_ivani,,0,2,2,0,2,2,1,1,1,0,2,0,218,0,0,0.00009
patyspinely,patyspinely,,0,2,2,0,2,2,2,0.75,0.833333,0,98,0,219,0,0,0.00009
suzetesouza5,suzetesouza5,,0,1,1,0,1,1,2,0.666667,0.75,0,46,0,220,0,0,0.00009
WJO_SP,WJO_SP,,0,2,2,0,2,2,2,0.75,0.833333,0,2,0,221,0,0,0.00009
Elcy48639336,Elcy48639336,,0,6,6,0,7,7,2,0.875,0.928571,0,0,0,222,0,0,0.00009
EdnaldoViama,EdnaldoViama,,0,4,4,0,4,4,1,1,1,0,46,0,224,0.166667,0,0.00009
leandroacastro,leandroacastro,,11,1,12,11,1,12,1,1,1,6,46,0,223,0.037879,0.002973,0.000621
asdj_ma,asdj_ma,,0,1,1,0,1,1,2,0.666667,0.75,0,46,0,225,0,0,0.00009
leasilviasp,leasilviasp,,0,1,1,0,1,1,1,1,1,0,2,0,226,0,0,0.00009
rafaelfig38,rafaelfig38,,0,1,1,0,1,1,1,1,1,0,2,0,227,0,0,0.00009
JoaoJaques77,JoaoJaques77,,0,4,4,0,4,4,2,0.833333,0.9,0,2,0,228,0,0,0.00009
franciscovitti2,franciscovitti2,,0,1,1,0,1,1,1,1,1,0,2,0,229,0,0,0.00009
sigaa_direita,sigaa_direita,,0,1,1,0,1,1,2,0.666667,0.75,0,46,0,230,0,0,0.00009
melissa81340894,melissa81340894,,0,4,4,0,4,4,1,1,1,0,0,0,231,0.083333,0,0.00009
wesss13,wesss13,,0,2,2,0,2,2,1,1,1,0,2,0,232,0,0,0.00009
GIGOMESANDRADE,GIGOMESANDRADE,,0,1,1,0,1,1,2,0.666667,0.75,0,46,0,233,0,0,0.00009
LuizS45190481,LuizS45190481,,0,2,2,0,2,2,2,0.75,0.833333,0,98,0,234,0,0,0.00009
SammirSouza,SammirSouza,,0,3,3,0,3,3,1,1,1,0,46,0,235,0.166667,0,0.00009
Rosangel_Rocha,Rosangel_Rocha,,0,2,2,0,2,2,1,1,1,0,46,0,236,0.5,0,0.00009
JosyBolsonaro,JosyBolsonaro,,0,2,2,0,2,2,2,0.75,0.833333,0,3,0,237,0,0,0.00009
Sfwanderley,Sfwanderley,,0,1,1,0,1,1,2,0.666667,0.75,0,46,0,238,0,0,0.00009
FluIverson,FluIverson,,0,1,1,0,1,1,1,1,1,0,2,0,239,0,0,0.00009
mandrake300,mandrake300,,0,2,2,0,2,2,1,1,1,0,2,0,240,0,0,0.00009
FlavihSouza,FlavihSouza,,0,2,2,0,2,2,1,1,1,0,98,0,241,0,0,0.00009
aurora__9,aurora__9,,0,2,2,0,2,2,2,0.75,0.833333,0,98,0,242,0,0,0.00009
VendasAlexandre,VendasAlexandre,,0,1,1,0,1,1,2,0.666667,0.75,0,46,0,243,0,0,0.00009
MauroAlvesZL,MauroAlvesZL,,0,2,2,0,2,2,2,0.75,0.833333,0,98,0,244,0,0,0.00009
MarcosVenezuel,MarcosVenezuel,,0,1,1,0,1,1,1,1,1,0,98,0,245,0,0,0.00009
HLascane,HLascane,,0,4,4,0,4,4,1,1,1,0,2,0,246,0.083333,0,0.00009
diancarlos10,diancarlos10,,0,1,1,0,1,1,1,1,1,0,2,0,247,0,0,0.00009
CeliaLuz8,CeliaLuz8,,0,1,1,0,1,1,2,0.666667,0.75,0,46,0,248,0,0,0.00009
Warwick49936468,Warwick49936468,,0,1,1,0,1,1,1,1,1,0,2,0,249,0,0,0.00009
RonPitte,RonPitte,,0,1,1,0,1,1,2,0.666667,0.75,0,46,0,250,0,0,0.00009
Carlosrj20001,Carlosrj20001,,0,2,2,0,2,2,1,1,1,0,46,0,251,0.5,0,0.00009
Isaahhhhh,Isaahhhhh,,0,2,2,0,3,3,1,1,1,0,46,0,252,0.5,0,0.00009
Tricolorspfc00,Tricolorspfc00,,0,1,1,0,1,1,1,1,1,0,98,0,253,0,0,0.00009
Charlis__crf,Charlis__crf,,0,3,3,0,3,3,1,1,1,0,1,0,254,0,0,0.00009
GalileuOpressor,GalileuOpressor,,0,1,1,0,1,1,1,1,1,0,2,0,255,0,0,0.00009
clau_perl,clau_perl,,0,3,3,0,3,3,2,0.8,0.875,0,2,0,256,0,0,0.00009
MosheFernando1,MosheFernando1,,0,3,3,0,3,3,1,1,1,0,2,0,257,0,0,0.00009
monicadurantt,monicadurantt,,0,2,2,0,2,2,1,1,1,0,2,0,258,0,0,0.00009
