Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,eigencentrality,pageranks
MarliCastanho,MarliCastanho,,0,1,1,0,1,1,1,1,1,0,98,0,689,0,0,0.00009
DianaSolti,DianaSolti,,0,1,1,0,1,1,1,1,1,0,98,0,690,0,0,0.00009
tsartbot,tsartbot,,0,1,1,0,1,1,1,1,1,0,98,0,691,0,0,0.00009
adriana_foltran,adriana_foltran,,0,3,3,0,3,3,1,1,1,0,102,0,692,0,0,0.00009
Marjo59966564,Marjo59966564,,0,2,2,0,2,2,1,1,1,0,98,0,693,0,0,0.00009
welling11799444,welling11799444,,0,2,2,0,2,2,1,1,1,0,98,0,694,0,0,0.00009
MarcuseJe,MarcuseJe,,0,1,1,0,1,1,1,1,1,0,98,0,695,0,0,0.00009
xxRodrigoLimaxx,xxRodrigoLimaxx,,0,2,2,0,2,2,1,1,1,0,98,0,696,0,0,0.00009
Rose23077418,Rose23077418,,0,1,1,0,1,1,1,1,1,0,98,0,697,0,0,0.00009
euincognita,euincognita,,0,1,1,0,1,1,1,1,1,0,98,0,698,0,0,0.00009
luciola_raeder,luciola_raeder,,0,1,1,0,1,1,1,1,1,0,98,0,699,0,0,0.00009
DelmiraMathias,DelmiraMathias,,0,1,1,0,1,1,1,1,1,0,98,0,700,0,0,0.00009
tribunaltamces,tribunaltamces,,0,1,1,0,1,1,1,1,1,0,98,0,701,0,0,0.00009
CarlosJ87558455,CarlosJ87558455,,0,1,1,0,1,1,1,1,1,0,98,0,702,0,0,0.00009
vianadepinho,vianadepinho,,0,1,1,0,1,1,1,1,1,0,98,0,703,0,0,0.00009
joaoeudes2020,joaoeudes2020,,0,1,1,0,1,1,1,1,1,0,98,0,704,0,0,0.00009
roupasdesaojor1,roupasdesaojor1,,0,2,2,0,2,2,1,1,1,0,98,0,705,0,0,0.00009
wilsonkoga,wilsonkoga,,0,1,1,0,1,1,1,1,1,0,98,0,706,0,0,0.00009
Mafri54792784,Mafri54792784,,0,3,3,0,3,3,1,1,1,0,106,0,707,0,0,0.00009
LucM43,LucM43,,0,1,1,0,1,1,1,1,1,0,98,0,708,0,0,0.00009
Jhonpenabranca,Jhonpenabranca,,0,1,1,0,1,1,1,1,1,0,98,0,709,0,0,0.00009
rspeternum,rspeternum,,0,1,1,0,1,1,1,1,1,0,98,0,710,0,0,0.00009
RSaurim,RSaurim,,0,1,1,0,1,1,1,1,1,0,98,0,711,0,0,0.00009
RuiOsorio_,RuiOsorio_,,0,2,2,0,3,3,1,1,1,0,46,0,712,0,0,0.00009
Debbaranowski,Debbaranowski,,0,2,2,0,2,2,1,1,1,0,102,0,713,0,0,0.00009
EdemilsonLima,EdemilsonLima,,0,2,2,0,2,2,1,1,1,0,98,0,714,0,0,0.00009
zezildo,zezildo,,0,1,1,0,1,1,1,1,1,0,98,0,715,0,0,0.00009
VeraBolsonaroda,VeraBolsonaroda,,0,2,2,0,3,3,1,1,1,0,46,0,716,0,0,0.00009
ErismarPV,ErismarPV,,0,2,2,0,2,2,1,1,1,0,98,0,717,0,0,0.00009
adrianalbcastro,adrianalbcastro,,0,2,2,0,2,2,1,1,1,0,98,0,718,0,0,0.00009
ALopes150880,ALopes150880,,0,3,3,0,3,3,1,1,1,0,3,0,719,0,0,0.00009
CiciLins77,CiciLins77,,0,1,1,0,1,1,1,1,1,0,102,0,720,0,0,0.00009
ito_v2,ito_v2,,0,1,1,0,1,1,1,1,1,0,98,0,721,0,0,0.00009
Carmendocearte,Carmendocearte,,0,1,1,0,1,1,1,1,1,0,102,0,722,0,0,0.00009
MelloLeli,MelloLeli,,0,2,2,0,3,3,1,1,1,0,46,0,723,0,0,0.00009
Karimsiebeneic1,Karimsiebeneic1,,0,1,1,0,1,1,1,1,1,0,98,0,724,0,0,0.00009
Joanita26845211,Joanita26845211,,0,2,2,0,3,3,1,1,1,0,46,0,725,0,0,0.00009
Direitudo1,Direitudo1,,0,2,2,0,2,2,1,1,1,0,1,0,726,0,0,0.00009
elioenaichagas,elioenaichagas,,0,1,1,0,1,1,1,1,1,0,98,0,727,0,0,0.00009
CarlosD85741935,CarlosD85741935,,0,2,2,0,2,2,1,1,1,0,98,0,728,0,0,0.00009
SesLuiz,SesLuiz,,0,2,2,0,2,2,1,1,1,0,3,0,729,0,0,0.00009
elisangelacali2,elisangelacali2,,0,1,1,0,1,1,1,1,1,0,98,0,730,0,0,0.00009
AnaRosadeSouz15,AnaRosadeSouz15,,0,1,1,0,1,1,1,1,1,0,98,0,731,0,0,0.00009
FLAVIOFBARBOSA1,FLAVIOFBARBOSA1,,0,1,1,0,1,1,1,1,1,0,98,0,732,0,0,0.00009
kaleovilar,kaleovilar,,0,2,2,0,3,3,1,1,1,0,46,0,733,0,0,0.00009
Marcos_mp7,Marcos_mp7,,0,1,1,0,1,1,1,1,1,0,98,0,734,0,0,0.00009
LuciaSantos77,LuciaSantos77,,4,1,5,4,1,5,1,1,1,4,0,0,735,0,0.001081,0.000359
etcastros,etcastros,,0,1,1,0,1,1,1,1,1,0,98,0,736,0,0,0.00009
Pretinga1,Pretinga1,,0,1,1,0,1,1,1,1,1,0,98,0,737,0,0,0.00009
Wellington1961,Wellington1961,,0,1,1,0,1,1,1,1,1,0,98,0,738,0,0,0.00009
CoutoMaristela,CoutoMaristela,,0,1,1,0,1,1,1,1,1,0,98,0,739,0,0,0.00009
ICaravieri,ICaravieri,,0,2,2,0,2,2,1,1,1,0,98,0,740,0,0,0.00009
mvmpiccoli,mvmpiccoli,,0,1,1,0,1,1,1,1,1,0,98,0,741,0,0,0.00009
Marcelo_MC_18,Marcelo_MC_18,,0,1,1,0,1,1,1,1,1,0,98,0,742,0,0,0.00009
thiagonvianaa,thiagonvianaa,,0,2,2,0,2,2,1,1,1,0,3,0,743,0,0,0.00009
Victorkazoo,Victorkazoo,,0,2,2,0,2,2,1,1,1,0,98,0,745,0,0,0.00009
PraCrisCorreia,PraCrisCorreia,,0,1,1,0,1,1,1,1,1,0,98,0,746,0,0,0.00009
kaiochagas,kaiochagas,,0,1,1,0,1,1,1,1,1,0,98,0,747,0,0,0.00009
FrancinaldoMed1,FrancinaldoMed1,,0,1,1,0,1,1,1,1,1,0,98,0,748,0,0,0.00009
jotaEMEtg,jotaEMEtg,,0,1,1,0,1,1,1,1,1,0,98,0,749,0,0,0.00009
PatriciaRSBR,PatriciaRSBR,,0,2,2,0,2,2,1,1,1,0,104,0,750,0,0,0.00009
rovicentini,rovicentini,,0,1,1,0,1,1,1,1,1,0,98,0,751,0,0,0.00009
GomesMeyrelles,GomesMeyrelles,,0,1,1,0,1,1,1,1,1,0,98,0,752,0,0,0.00009
FlavioFlaromart,FlavioFlaromart,,0,1,1,0,1,1,1,1,1,0,98,0,753,0,0,0.00009
edbone_santos,edbone_santos,,0,1,1,0,1,1,1,1,1,0,98,0,754,0,0,0.00009
Ronaldo39163112,Ronaldo39163112,,0,1,1,0,1,1,1,1,1,0,98,0,755,0,0,0.00009
danielvandrezen,danielvandrezen,,0,1,1,0,1,1,1,1,1,0,98,0,756,0,0,0.00009
EDELY57893610,EDELY57893610,,0,1,1,0,1,1,1,1,1,0,98,0,757,0,0,0.00009
Maristelagsal,Maristelagsal,,0,1,1,0,1,1,1,1,1,0,98,0,758,0,0,0.00009
Antonsilv1,Antonsilv1,,0,1,1,0,1,1,1,1,1,0,98,0,759,0,0,0.00009
AdilsonDeLucen1,AdilsonDeLucen1,,0,1,1,0,1,1,1,1,1,0,98,0,760,0,0,0.00009
Merciabh09,Merciabh09,,0,2,2,0,2,2,1,1,1,0,3,0,761,0,0,0.00009
ClaudiaViking3,ClaudiaViking3,,0,1,1,0,1,1,1,1,1,0,98,0,762,0,0,0.00009
lucyprata2011,lucyprata2011,,0,2,2,0,3,3,1,1,1,0,46,0,763,0,0,0.00009
PauloCs52305609,PauloCs52305609,,0,1,1,0,1,1,1,1,1,0,98,0,764,0,0,0.00009
CristhinneDe,CristhinneDe,,0,1,1,0,1,1,1,1,1,0,98,0,765,0,0,0.00009
denildo_neves,denildo_neves,,0,1,1,0,1,1,1,1,1,0,98,0,766,0,0,0.00009
MarcsVeiga,MarcsVeiga,,0,2,2,0,2,2,1,1,1,0,98,0,767,0,0,0.00009
crm57123,crm57123,,0,1,1,0,1,1,1,1,1,0,98,0,768,0,0,0.00009
Paul41966573,Paul41966573,,0,1,1,0,1,1,1,1,1,0,98,0,769,0,0,0.00009
IuriMilder,IuriMilder,,0,1,1,0,1,1,1,1,1,0,98,0,770,0,0,0.00009
jehanporto,jehanporto,,0,1,1,0,1,1,1,1,1,0,98,0,771,0,0,0.00009
NiltonPinheir,NiltonPinheir,,0,2,2,0,3,3,1,1,1,0,46,0,772,0,0,0.00009
seteeng,seteeng,,0,4,4,0,6,6,1,1,1,0,102,0,773,0,0,0.00009
Rafael_Costa38,Rafael_Costa38,,0,2,2,0,2,2,1,1,1,0,102,0,774,0,0,0.00009
GwgMinas,GwgMinas,,0,1,1,0,1,1,1,1,1,0,98,0,775,0,0,0.00009
mjmacul_lima,mjmacul_lima,,0,2,2,0,3,3,1,1,1,0,46,0,776,0,0,0.00009
Conservadora191,Conservadora191,,0,1,1,0,1,1,1,1,1,0,98,0,777,0,0,0.00009
Jambock67,Jambock67,,0,2,2,0,2,2,1,1,1,0,98,0,778,0,0,0.00009
doralbk,doralbk,,0,1,1,0,1,1,1,1,1,0,98,0,779,0,0,0.00009
ricardojgomes,ricardojgomes,,0,2,2,0,2,2,1,1,1,0,98,0,780,0,0,0.00009
torrentsquentes,torrentsquentes,,0,1,1,0,1,1,1,1,1,0,98,0,781,0,0,0.00009
NinaEstevez,NinaEstevez,,0,1,1,0,1,1,1,1,1,0,98,0,782,0,0,0.00009
CellyCeleste1,CellyCeleste1,,0,1,1,0,1,1,1,1,1,0,98,0,783,0,0,0.00009
rhoberval12,rhoberval12,,0,1,1,0,1,1,1,1,1,0,98,0,784,0,0,0.00009
KtiaLunas,KtiaLunas,,0,1,1,0,1,1,1,1,1,0,98,0,785,0,0,0.00009
Carla44886931,Carla44886931,,0,1,1,0,1,1,1,1,1,0,98,0,786,0,0,0.00009
bastosmannu,bastosmannu,,0,1,1,0,1,1,1,1,1,0,102,0,787,0,0,0.00009
leandrodlopes,leandrodlopes,,0,3,3,0,3,3,1,1,1,0,46,0,788,0.166667,0,0.00009
NormaBu76411894,NormaBu76411894,,0,1,1,0,1,1,1,1,1,0,98,0,789,0,0,0.00009
dnsemello,dnsemello,,0,2,2,0,2,2,1,1,1,0,3,0,790,0,0,0.00009
CristaoDa,CristaoDa,,0,2,2,0,2,2,1,1,1,0,98,0,791,0,0,0.00009
sergiomotaflu,sergiomotaflu,,0,1,1,0,1,1,1,1,1,0,98,0,792,0,0,0.00009
elispatriota,elispatriota,,0,1,1,0,1,1,1,1,1,0,98,0,793,0,0,0.00009
DankeLorenz,DankeLorenz,,0,1,1,0,1,1,1,1,1,0,98,0,794,0,0,0.00009
LoneStar1910,LoneStar1910,,0,1,1,0,1,1,1,1,1,0,98,0,795,0,0,0.00009
TitoTitito77,TitoTitito77,,0,2,2,0,2,2,1,1,1,0,98,0,796,0,0,0.00009
MartaRabelloSa1,MartaRabelloSa1,,0,3,3,0,3,3,1,1,1,0,20,0,797,0,0,0.00009
48Marianah,48Marianah,,0,1,1,0,1,1,1,1,1,0,98,0,798,0,0,0.00009
magda_camar,magda_camar,,0,1,1,0,2,2,1,1,1,0,102,0,799,0,0,0.00009
GilsonSantosli8,GilsonSantosli8,,0,2,2,0,2,2,1,1,1,0,3,0,800,0,0,0.00009
Hedilbe49136857,Hedilbe49136857,,0,1,1,0,1,1,1,1,1,0,98,0,801,0,0,0.00009
chnavy,chnavy,,0,3,3,0,3,3,1,1,1,0,3,0,802,0,0,0.00009
ErivalSouza,ErivalSouza,,0,1,1,0,1,1,1,1,1,0,98,0,803,0,0,0.00009
FredericoFDias2,FredericoFDias2,,0,2,2,0,2,2,1,1,1,0,102,0,804,0,0,0.00009
WanderPenna,WanderPenna,,0,3,3,0,3,3,1,1,1,0,98,0,806,0,0,0.00009
scodro,scodro,,0,1,1,0,1,1,1,1,1,0,102,0,807,0,0,0.00009
DayseCarvalho9,DayseCarvalho9,,0,1,1,0,1,1,1,1,1,0,98,0,808,0,0,0.00009
JaquesLorenge,JaquesLorenge,,0,2,2,0,2,2,1,1,1,0,98,0,809,0,0,0.00009
AliDino82,AliDino82,,0,2,2,0,3,3,1,1,1,0,46,0,810,0,0,0.00009
ValderiCosta,ValderiCosta,,0,1,1,0,1,1,1,1,1,0,98,0,811,0,0,0.00009
rtavaresmorais,rtavaresmorais,,0,2,2,0,2,2,1,1,1,0,98,0,812,0,0,0.00009
mephistopandora,mephistopandora,,0,1,1,0,1,1,1,1,1,0,98,0,813,0,0,0.00009
maurocomercial,maurocomercial,,0,1,1,0,1,1,1,1,1,0,98,0,814,0,0,0.00009
TuLancellotti,TuLancellotti,,0,1,1,0,1,1,1,1,1,0,102,0,815,0,0,0.00009
dorissrosa,dorissrosa,,0,1,1,0,1,1,1,1,1,0,98,0,816,0,0,0.00009
opiniaoconsc,opiniaoconsc,,0,1,1,0,1,1,1,1,1,0,98,0,817,0,0,0.00009
Amarelo_Gohan,Amarelo_Gohan,,0,3,3,0,3,3,1,1,1,0,3,0,818,0,0,0.00009
Jairczf10,Jairczf10,,0,1,1,0,1,1,1,1,1,0,98,0,819,0,0,0.00009
pedrosebasti,pedrosebasti,,0,1,1,0,1,1,1,1,1,0,98,0,820,0,0,0.00009
AnaPedros2308,AnaPedros2308,,0,1,1,0,1,1,1,1,1,0,98,0,821,0,0,0.00009
rubentransporte,rubentransporte,,0,1,1,0,1,1,1,1,1,0,98,0,822,0,0,0.00009
Fernand17490420,Fernand17490420,,0,3,3,0,3,3,1,1,1,0,0,0,823,0,0,0.00009
AppelLuciano,AppelLuciano,,0,2,2,0,2,2,1,1,1,0,98,0,824,0,0,0.00009
GuilhermeEKossa,GuilhermeEKossa,,0,1,1,0,1,1,1,1,1,0,98,0,825,0,0,0.00009
_marilda,_marilda,,0,1,1,0,1,1,1,1,1,0,98,0,826,0,0,0.00009
r_direita,r_direita,,0,2,2,0,2,2,1,1,1,0,0,0,827,0,0,0.00009
LigeiroSergio,LigeiroSergio,,0,2,2,0,2,2,1,1,1,0,98,0,828,0,0,0.00009
Docilda1,Docilda1,,0,2,2,0,2,2,2,0.75,0.833333,0,102,0,829,0,0,0.00009
BRASILinSHOCK,BRASILinSHOCK,,0,1,1,0,1,1,1,1,1,0,98,0,830,0,0,0.00009
charles_higgo,charles_higgo,,0,1,1,0,1,1,1,1,1,0,98,0,831,0,0,0.00009
fera2k,fera2k,,0,2,2,0,3,3,1,1,1,0,46,0,832,0,0,0.00009
monicargalves,monicargalves,,0,1,1,0,1,1,1,1,1,0,102,0,833,0,0,0.00009
AlanaOstemberg,AlanaOstemberg,,0,1,1,0,1,1,1,1,1,0,102,0,834,0,0,0.00009
ESA_B38,ESA_B38,,0,1,1,0,1,1,1,1,1,0,98,0,835,0,0,0.00009
PAULONETO231267,PAULONETO231267,,0,3,3,0,4,4,1,1,1,0,3,0,836,0,0,0.00009
RitaCamposSouza,RitaCamposSouza,,0,1,1,0,1,1,2,0.666667,0.75,0,102,0,838,0,0,0.00009
HassanSouki,HassanSouki,,1,1,2,1,1,2,1,1,1,1,102,0,837,0,0.00027,0.000167
sannguta,sannguta,,0,1,1,0,1,1,1,1,1,0,98,0,839,0,0,0.00009
Welling34958233,Welling34958233,,0,1,1,0,1,1,1,1,1,0,98,0,840,0,0,0.00009
HermannCzperiz,HermannCzperiz,,0,1,1,0,1,1,1,1,1,0,98,0,841,0,0,0.00009
JussaraGama3,JussaraGama3,,0,3,3,0,3,3,2,0.714286,0.8,0,1,0,845,0,0,0.00009
aruthcao,aruthcao,,0,2,2,0,2,2,1,1,1,0,98,0,846,0,0,0.00009
doga5021,doga5021,,0,1,1,0,1,1,1,1,1,0,98,0,847,0,0,0.00009
WendelSodr4,WendelSodr4,,0,1,1,0,1,1,1,1,1,0,98,0,848,0,0,0.00009
CidadaoPatriot,CidadaoPatriot,,0,2,2,0,2,2,1,1,1,0,98,0,849,0,0,0.00009
somerlux,somerlux,,0,1,1,0,1,1,1,1,1,0,98,0,850,0,0,0.00009
paulomceo,paulomceo,,0,1,1,0,1,1,1,1,1,0,98,0,851,0,0,0.00009
herculanofagu,herculanofagu,,0,3,3,0,3,3,1,1,1,0,102,0,852,0,0,0.00009
celsojose54,celsojose54,,0,1,1,0,1,1,1,1,1,0,98,0,853,0,0,0.00009
Dris16375387,Dris16375387,,0,1,1,0,1,1,1,1,1,0,98,0,854,0,0,0.00009
SabeNDAInnocent,SabeNDAInnocent,,0,1,1,0,1,1,1,1,1,0,98,0,855,0,0,0.00009
Anderson2512,Anderson2512,,0,1,1,0,1,1,1,1,1,0,98,0,856,0,0,0.00009
cadubernini12,cadubernini12,,0,1,1,0,1,1,1,1,1,0,98,0,857,0,0,0.00009
rerojass,rerojass,,0,1,1,0,1,1,1,1,1,0,98,0,858,0,0,0.00009
PatriotaMetropo,PatriotaMetropo,,0,1,1,0,1,1,1,1,1,0,98,0,859,0,0,0.00009
Nesiafadnesia17,Nesiafadnesia17,,0,2,2,0,2,2,1,1,1,0,98,0,860,0,0,0.00009
jcbatistabr,jcbatistabr,,0,1,1,0,1,1,1,1,1,0,98,0,861,0,0,0.00009
SandroToledoPR,SandroToledoPR,,0,1,1,0,1,1,1,1,1,0,98,0,862,0,0,0.00009
Andreia_Silva9,Andreia_Silva9,,0,1,1,0,1,1,1,1,1,0,98,0,863,0,0,0.00009
LuaDominante38,LuaDominante38,,0,1,1,0,2,2,1,1,1,0,102,0,864,0,0,0.00009
luizriba,luizriba,,0,2,2,0,3,3,1,1,1,0,46,0,865,0,0,0.00009
Drancosta,Drancosta,,0,1,1,0,1,1,1,1,1,0,98,0,866,0,0,0.00009
RicMLeardini,RicMLeardini,,1,2,3,1,2,3,1,1,1,2,56,0,868,0,0.00027,0.000167
ednaldo53383712,ednaldo53383712,,0,2,2,0,2,2,1,1,1,0,98,0,869,0,0,0.00009
DeividWLP,DeividWLP,,0,3,3,0,3,3,1,1,1,0,104,0,870,0,0,0.00009
Malu99,Malu99,,0,1,1,0,1,1,1,1,1,0,98,0,871,0,0,0.00009
MarciaMenegas,MarciaMenegas,,0,2,2,0,2,2,1,1,1,0,98,0,872,0,0,0.00009
RenatoIHC2,RenatoIHC2,,0,1,1,0,1,1,1,1,1,0,98,0,873,0,0,0.00009
clagelages,clagelages,,0,1,1,0,1,1,1,1,1,0,98,0,874,0,0,0.00009
FernandoPazio,FernandoPazio,,0,1,1,0,1,1,1,1,1,0,98,0,875,0,0,0.00009
Agnaldo36586320,Agnaldo36586320,,0,2,2,0,2,2,1,1,1,0,98,0,876,0,0,0.00009
albertoargentin,albertoargentin,,0,3,3,0,4,4,1,1,1,0,3,0,877,0,0,0.00009
DivaNascim,DivaNascim,,0,1,1,0,1,1,1,1,1,0,98,0,878,0,0,0.00009
Valdenicio37,Valdenicio37,,0,1,1,0,1,1,1,1,1,0,98,0,879,0,0,0.00009
ClaudinaNegrei3,ClaudinaNegrei3,,0,1,1,0,1,1,1,1,1,0,102,0,880,0,0,0.00009
jacquelinetapi8,jacquelinetapi8,,0,1,1,0,1,1,1,1,1,0,98,0,881,0,0,0.00009
FrizzoKimus,FrizzoKimus,,0,1,1,0,1,1,1,1,1,0,98,0,882,0,0,0.00009
fabiosmrj,fabiosmrj,,0,1,1,0,1,1,1,1,1,0,98,0,883,0,0,0.00009
jlgoncalez,jlgoncalez,,0,2,2,0,2,2,1,1,1,0,98,0,884,0,0,0.00009
PS_K3LLY,PS_K3LLY,,0,1,1,0,1,1,1,1,1,0,98,0,885,0,0,0.00009
SarahSa31843616,SarahSa31843616,,0,1,1,0,1,1,1,1,1,0,98,0,886,0,0,0.00009
mafelicite,mafelicite,,0,1,1,0,1,1,1,1,1,0,98,0,887,0,0,0.00009
fidesgratia,fidesgratia,,0,3,3,0,3,3,1,1,1,0,3,0,888,0,0,0.00009
belrossi4,belrossi4,,0,1,1,0,1,1,1,1,1,0,98,0,889,0,0,0.00009
Dinda92099109,Dinda92099109,,0,1,1,0,1,1,1,1,1,0,98,0,890,0,0,0.00009
ElianaLara02,ElianaLara02,,0,2,2,0,3,3,1,1,1,0,46,0,891,0,0,0.00009
Irivanfer,Irivanfer,,0,1,1,0,1,1,1,1,1,0,98,0,892,0,0,0.00009
alissonpantuza,alissonpantuza,,0,2,2,0,2,2,1,1,1,0,98,0,893,0,0,0.00009
CantidioSergio,CantidioSergio,,0,2,2,0,2,2,1,1,1,0,98,0,894,0,0,0.00009
Ezequiasns,Ezequiasns,,0,2,2,0,2,2,1,1,1,0,98,0,895,0,0,0.00009
ltannus,ltannus,,0,4,4,0,4,4,1,1,1,0,21,0,896,0,0,0.00009
Gilbert26111561,Gilbert26111561,,0,3,3,0,3,3,1,1,1,0,87,0,898,0,0,0.00009
ticlnunes,ticlnunes,,0,1,1,0,1,1,1,1,1,0,98,0,899,0,0,0.00009
erikazinhauau,erikazinhauau,,0,3,3,0,3,3,1,1,1,0,2,0,900,0,0,0.00009
Autroming,Autroming,,0,2,2,0,2,2,1,1,1,0,98,0,901,0,0,0.00009
OsiasSesan,OsiasSesan,,0,1,1,0,1,1,1,1,1,0,98,0,902,0,0,0.00009
ondejaciviu,ondejaciviu,,0,1,1,0,1,1,1,1,1,0,98,0,903,0,0,0.00009
verdeamarelou,verdeamarelou,,0,1,1,0,1,1,1,1,1,0,98,0,904,0,0,0.00009
Cado_960,Cado_960,,0,1,1,0,1,1,1,1,1,0,98,0,905,0,0,0.00009
FabioIng,FabioIng,,0,3,3,0,3,3,1,1,1,0,3,0,906,0,0,0.00009
RosanaMarisa2,RosanaMarisa2,,0,1,1,0,1,1,1,1,1,0,98,0,907,0,0,0.00009
DRIO74998412,DRIO74998412,,0,1,1,0,1,1,1,1,1,0,98,0,908,0,0,0.00009
daluvargas,daluvargas,,0,1,1,0,1,1,1,1,1,0,98,0,909,0,0,0.00009
brenyricardo,brenyricardo,,0,1,1,0,1,1,1,1,1,0,98,0,910,0,0,0.00009
5151Vaval,5151Vaval,,0,1,1,0,1,1,1,1,1,0,98,0,911,0,0,0.00009
Peruzo,Peruzo,,0,1,1,0,1,1,1,1,1,0,98,0,912,0,0,0.00009
clovis_39,clovis_39,,0,3,3,0,3,3,1,1,1,0,2,0,913,0,0,0.00009
ArleanAndrei,ArleanAndrei,,0,2,2,0,2,2,2,0.75,0.833333,0,98,0,914,0,0,0.00009
KatiaJB2026,KatiaJB2026,,0,1,1,0,1,1,1,1,1,0,98,0,915,0,0,0.00009
eduardogratioli,eduardogratioli,,0,1,1,0,1,1,1,1,1,0,98,0,916,0,0,0.00009
Kanibal2018,Kanibal2018,,0,1,1,0,1,1,1,1,1,0,98,0,917,0,0,0.00009
pattereza,pattereza,,0,1,1,0,1,1,1,1,1,0,98,0,918,0,0,0.00009
axelnogueira,axelnogueira,,0,1,1,0,1,1,1,1,1,0,98,0,919,0,0,0.00009
Mut4tisMutandis,Mut4tisMutandis,,0,1,1,0,1,1,1,1,1,0,98,0,920,0,0,0.00009
arreguy_luiz,arreguy_luiz,,0,1,1,0,1,1,1,1,1,0,98,0,921,0,0,0.00009
T_REX77,T_REX77,,0,1,1,0,1,1,1,1,1,0,98,0,922,0,0,0.00009
EUV_1811,EUV_1811,,0,1,1,0,1,1,1,1,1,0,98,0,923,0,0,0.00009
HollandaAugusto,HollandaAugusto,,0,1,1,0,1,1,1,1,1,0,98,0,924,0,0,0.00009
carvalhojf09,carvalhojf09,,0,2,2,0,2,2,1,1,1,0,98,0,925,0,0,0.00009
Antonio99052750,Antonio99052750,,0,1,1,0,1,1,1,1,1,0,98,0,926,0,0,0.00009
isasan53,isasan53,,0,1,1,0,1,1,1,1,1,0,98,0,927,0,0,0.00009
thehoneybadgerD,thehoneybadgerD,,0,2,2,0,3,3,1,1,1,0,46,0,928,0,0,0.00009
paulod42,paulod42,,0,2,2,0,2,2,1,1,1,0,3,0,929,0,0,0.00009
zegon70,zegon70,,0,1,1,0,1,1,1,1,1,0,98,0,930,0,0,0.00009
MoniccaNovak,MoniccaNovak,,0,1,1,0,1,1,1,1,1,0,98,0,931,0,0,0.00009
AdemarAguiar3,AdemarAguiar3,,0,2,2,0,3,3,1,1,1,0,46,0,932,0,0,0.00009
Rosiane20021290,Rosiane20021290,,0,1,1,0,1,1,1,1,1,0,98,0,933,0,0,0.00009
Re__SK_,Re__SK_,,0,2,2,0,2,2,1,1,1,0,3,0,934,0,0,0.00009
ElsonLoula,ElsonLoula,,0,2,2,0,2,2,1,1,1,0,3,0,935,0,0,0.00009
AdilsonPrates8,AdilsonPrates8,,0,2,2,0,2,2,1,1,1,0,98,0,936,0,0,0.00009
adv_luizgustavo,adv_luizgustavo,,0,1,1,0,1,1,1,1,1,0,98,0,937,0,0,0.00009
apocalipse1200,apocalipse1200,,0,1,1,0,1,1,1,1,1,0,98,0,938,0,0,0.00009
Marques20IvoMax,Marques20IvoMax,,0,1,1,0,1,1,1,1,1,0,98,0,939,0,0,0.00009
pauloalmerio,pauloalmerio,,0,2,2,0,3,3,1,1,1,0,46,0,940,0,0,0.00009
Fabi65207143,Fabi65207143,,0,2,2,0,3,3,1,1,1,0,46,0,941,0,0,0.00009
CelsoTenorio4,CelsoTenorio4,,0,2,2,0,2,2,1,1,1,0,98,0,942,0,0,0.00009
vitorkwk,vitorkwk,,0,1,1,0,1,1,1,1,1,0,98,0,943,0,0,0.00009
c_manzoli,c_manzoli,,0,1,1,0,1,1,1,1,1,0,98,0,944,0,0,0.00009
DaniloJA2001,DaniloJA2001,,0,1,1,0,1,1,1,1,1,0,98,0,945,0,0,0.00009
philipe2802,philipe2802,,0,1,1,0,1,1,1,1,1,0,98,0,946,0,0,0.00009
MombergRegina,MombergRegina,,0,1,1,0,1,1,1,1,1,0,98,0,947,0,0,0.00009
MauroAndre_,MauroAndre_,,0,1,1,0,1,1,1,1,1,0,98,0,948,0,0,0.00009
LeiaRachor,LeiaRachor,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,949,0,0,0.00009
tadeu_jardim,tadeu_jardim,,0,2,2,0,2,2,1,1,1,0,104,0,950,0,0,0.00009
AndradeGoias,AndradeGoias,,0,1,1,0,1,1,1,1,1,0,98,0,951,0,0,0.00009
MarcioAlvesPai1,MarcioAlvesPai1,,0,2,2,0,2,2,1,1,1,0,98,0,952,0,0,0.00009
galga61,galga61,,0,1,1,0,1,1,1,1,1,0,98,0,953,0,0,0.00009
sergiopiraque,sergiopiraque,,0,2,2,0,3,3,1,1,1,0,46,0,954,0,0,0.00009
Ricardo89590421,Ricardo89590421,,0,1,1,0,1,1,1,1,1,0,98,0,955,0,0,0.00009
_Diego_Guedes,_Diego_Guedes,,0,1,1,0,1,1,1,1,1,0,98,0,956,0,0,0.00009
moreirafabio643,moreirafabio643,,0,4,4,0,5,5,1,1,1,0,3,0,957,0,0,0.00009
VelhoJUVE1,VelhoJUVE1,,0,1,1,0,1,1,1,1,1,0,98,0,958,0,0,0.00009
icobf_ricardo,icobf_ricardo,,0,2,2,0,2,2,1,1,1,0,98,0,959,0,0,0.00009
RaquelSant38,RaquelSant38,,0,2,2,0,2,2,1,1,1,0,98,0,960,0,0,0.00009
DiegodeQueirozR,DiegodeQueirozR,,0,1,1,0,1,1,1,1,1,0,98,0,961,0,0,0.00009
Marciomac21,Marciomac21,,0,1,1,0,1,1,1,1,1,0,98,0,962,0,0,0.00009
